"from_requirement_threshold","major.requirement","ISS.against.recommendation","shares.oustanding.base","special.meeting","analyst.coverage","institutional.ownership","past.stock.return","q","firm.size"
0.454647384,1,0,0,0,0,0.092311503,0.108223916,1.019109788,6.993756813
0.44460227,1,0,0,0,2.772588722,0.726952871,-0.351500772,1.514717637,7.384858645
0.316088849,1,0,0,0,2.944438979,0.888407146,-0.167478691,1.465253853,7.475792648
0.392539082,1,0,1,0,2.302585093,0.983841312,-0.766201815,0.841026028,7.560601163
0.300843504,1,0,0,0,2.772588722,0.813653944,0.047337219,1.181367967,7.203107858
0.344500487,1,0,1,0,2.772588722,0.813653944,0.047337219,1.181367967,7.203107858
0.496692435,1,0,0,0,1.609437912,0.786095517,0.13527577,1.893712033,5.031913956
0.073687655,0,0,1,1,1.609437912,0.680868584,0.158288866,1.893712033,5.031913956
0.431865814,1,0,0,0,1.609437912,0.612098443,0.157223245,1.500052727,6.679577829
0.046874316,1,0,0,0,1.386294361,0.670253807,-0.031600554,1.534486782,6.806508512
0.346483691,1,0,0,0,1.386294361,0.670253807,-0.031600554,1.534486782,6.806508512
0.296112433,1,0,0,0,0.693147181,0.711495107,-0.367017508,1.21084677,7.345954079
0.491128191,1,0,0,0,1.386294361,0.766886347,0.722788163,1.250352253,7.327223879
0.362459143,1,0,0,0,1.791759469,0.850420025,-0.125559133,1.161651832,7.538813203
0.489262398,1,0,0,0,1.945910149,0.758189903,0.27286403,1.315495311,7.658810925
0.469647121,1,0,0,0,2.197224577,0.700586117,0.127575011,1.285807447,7.692980148
0.484771145,1,0,0,0,0,0.694668914,-0.295581378,1.537639654,5.796142854
0.477736083,1,0,0,0,0.693147181,0.535670114,0.17126522,1.251540288,6.02988927
0.47535447,1,0,0,0,0.693147181,0.540599711,1.062912838,1.588425655,6.067135404
0.492198878,1,0,0,0,0.693147181,0.540599711,1.062912838,1.588425655,6.067135404
0.433129818,1,0,0,0,3.091042453,0.540902327,0.102769794,1.201981949,10.71570583
0.410339177,1,0,0,0,3.044522438,0.566128838,0.302947615,1.231573121,10.83887478
0.440049078,1,0,0,0,2.995732274,0.679317877,0.317978446,1.329403144,11.0944511
0.431095305,1,0,0,0,2.995732274,0.679317877,0.317978446,1.329403144,11.0944511
0.180456132,1,0,1,0,2.995732274,0.679317877,0.317978446,1.329403144,11.0944511
0.469926264,1,0,0,0,2.995732274,0.631126519,-0.553684112,1.1859378,11.28138425
0.467231334,1,0,0,0,3.091042453,0.603795197,-0.175089374,1.056929605,11.67080063
0.47176214,1,0,0,0,3.091042453,0.603795197,-0.175089374,1.056929605,11.67080063
0.462160295,1,0,0,0,2.079441542,0.920576145,-0.294478501,1.401981141,7.761744985
0.377078231,1,0,0,0,2.48490665,1,0.136438345,1.021681747,8.258733295
0.468885304,1,0,0,0,2.63905733,1,0.619691622,1.874059612,8.473784521
0.111036581,1,1,0,0,2.833213344,0.944260171,0.532478493,1.378942971,8.600964324
0.476063635,1,0,0,0,2.944438979,0.857697917,0.106147926,1.169313103,8.951802776
0.478774764,1,0,0,0,2.564949357,0.633818357,0.249411289,1.20647305,8.637639344
0.390223377,1,0,1,0,2.564949357,0.633818357,0.249411289,1.20647305,8.637639344
0.392223194,1,0,0,0,2.397895273,0.572035997,0.061812355,1.193443929,8.74049673
0.377577538,1,0,0,0,2.397895273,0.622992655,0.280578358,1.230080852,8.723719437
0.354090783,1,0,1,0,1.945910149,0.602706462,-0.184453835,1.113087183,8.81135423
0.480013556,1,0,0,0,2.079441542,0.588955852,0.534427465,1.147925502,8.86418137
0.47902497,1,0,0,0,2.197224577,0.624685607,0.101814819,1.130792764,8.925055424
0.39717972,1,0,0,0,2.197224577,0.624685607,0.101814819,1.130792764,8.925055424
0.448801407,1,0,0,1,2.197224577,0.624685607,0.101814819,1.130792764,8.925055424
0.425984068,1,0,0,1,2.197224577,0.624685607,0.101814819,1.130792764,8.925055424
0.478776513,1,0,0,0,2.302585093,0.632309798,0.217275771,1.140696046,9.585346273
0.474845917,1,0,0,0,1.945910149,0.475876553,0.053309241,1.183644642,9.609720336
0.154205023,1,0,1,1,1.945910149,0.475876553,0.053309241,1.183644642,9.609720336
0.33416569,1,0,0,0,2.302585093,0.670360955,-0.250623449,1.059988157,10.42750577
0.422818361,1,0,0,0,2.302585093,0.670360955,-0.250623449,1.059988157,10.42750577
0.368855281,1,0,1,0,1.945910149,0.772037841,0.055348219,1.296739192,10.2898378
0.434118403,1,0,0,0,2.079441542,0.861687181,-0.225371758,1.324342513,10.44735136
0.422275225,1,0,0,0,1.609437912,0.86006473,0.893287446,1.106533977,10.58494163
0.468724357,1,0,0,0,1.609437912,0.86006473,0.893287446,1.106533977,10.58494163
0.456896425,1,0,0,0,2.48490665,0.731705017,-0.083275257,1.139096347,10.57044475
0.480938534,1,0,0,0,2.48490665,0.731705017,-0.083275257,1.139096347,10.57044475
-0.139351987,1,1,0,0,2.48490665,0.731705017,-0.083275257,1.139096347,10.57044475
0.201319267,1,1,0,0,2.48490665,0.731705017,-0.083275257,1.139096347,10.57044475
0.366494847,1,0,0,0,2.397895273,0.685325846,-0.761827072,1.061830842,8.594098675
0.421153344,1,0,0,0,2.397895273,0.685325846,-0.761827072,1.061830842,8.594098675
0.409810257,1,0,0,0,2.397895273,0.685325846,-0.761827072,1.061830842,8.594098675
0.27113123,1,0,0,0,1.945910149,0.822752654,0.542553241,1.253455163,8.603866178
0.425667889,1,0,0,0,1.945910149,0.822752654,0.542553241,1.253455163,8.603866178
0.463959319,1,0,0,0,1.945910149,0.915632497,1.058966303,1.823674822,8.55591378
0.42850052,1,0,0,0,2.708050201,0.779223208,0.301405055,1.340319063,8.360469203
0.228655006,1,0,0,0,2.708050201,0.779223208,0.301405055,1.340319063,8.360469203
0.472553864,1,0,0,0,2.708050201,0.779223208,0.301405055,1.340319063,8.360469203
0.422227039,1,0,0,0,2.833213344,0.500415425,-0.5447739,1.289678051,8.269526388
0.449300627,1,0,0,0,2.944438979,0.576034525,1.089552304,1.371444102,8.190271206
0.227923459,1,0,1,0,2.944438979,0.576034525,1.089552304,1.371444102,8.190271206
0.465926333,1,0,0,0,2.63905733,0.478268889,-0.274285741,1.31803294,8.488485027
0.470835175,1,0,0,0,2.63905733,0.478268889,-0.274285741,1.31803294,8.488485027
0.348352855,1,0,0,0,2.397895273,0.678818442,0.354651057,1.019819394,7.307670347
0.433134688,1,0,0,0,0,0.52472821,-0.090952094,1.057710126,6.8253015
0.428264023,1,0,1,0,0,0.889138835,0.034017154,1.24580803,7.187976841
0.220592366,1,1,0,0,0,0.092476127,1.368499984,2.37703057,3.061566829
0.150133989,1,1,0,0,1.098612289,0.388062955,1.024884555,5.108763797,4.414300195
0.466107536,1,0,0,0,1.609437912,0.79854532,0.126721831,3.816670796,5.210693074
0.466103327,1,0,0,0,2.772588722,0.693185349,0.204417915,1.775177992,9.267193184
0.367060041,1,0,0,0,2.772588722,0.693185349,0.204417915,1.775177992,9.267193184
0.266541777,1,0,0,0,2.564949357,0.658693426,0.063439601,1.545674624,9.379069975
0.489067378,1,0,0,0,2.890371758,0.683434055,0.148784025,1.536185919,9.426580147
0.325741377,1,0,0,0,2.890371758,0.683434055,0.148784025,1.536185919,9.426580147
0.47361275,1,0,0,0,2.772588722,0.665717954,0.105528065,1.335658027,9.392411898
0.205735595,1,0,0,0,2.63905733,0.615648993,0.099631904,1.37256075,9.37678658
0.484325498,1,0,0,0,1.945910149,0.334439856,0.49063665,2.349843223,4.797895766
0.367482666,1,1,0,0,1.945910149,0.334439856,0.49063665,2.349843223,4.797895766
0.470539007,1,0,0,0,2.48490665,0.291517057,0.327711549,1.899038574,7.419306839
0.483688768,1,0,0,0,2.48490665,0.291517057,0.327711549,1.899038574,7.419306839
0.488185677,1,0,0,0,2.48490665,0.291517057,0.327711549,1.899038574,7.419306839
0.383559035,1,1,0,0,1.609437912,0.259142783,-0.106898983,0.830761478,7.535045203
0.489551878,1,0,0,0,1.098612289,0.243470019,0.130649177,0.940404859,7.864033737
0.491111853,1,0,0,0,1.098612289,0.243470019,0.130649177,0.940404859,7.864033737
0.489984417,1,0,0,0,1.386294361,0.235631255,0.161885739,1.123955982,7.776949372
0.426662057,1,1,0,0,1.386294361,0.235631255,0.161885739,1.123955982,7.776949372
0.494933684,1,0,0,0,0,0.993446962,0.172202309,1.55001423,7.510526885
0.488714999,1,0,0,0,0,0.787599945,0.157217426,1.403947976,7.806632878
0.328954167,1,0,0,0,1.098612289,0.519890729,0.003074562,4.190695264,4.26280663
0.329376781,1,0,0,0,1.791759469,0.961173767,-0.122494442,6.572468508,4.794988571
0.372291679,1,0,0,0,1.945910149,0.872797367,-0.136448578,3.489885351,5.122868141
0.461216843,1,0,0,0,2.302585093,0.886430011,0.310762623,3.423207341,5.203105182
0.433391882,1,0,0,0,2.302585093,0.925607868,0.209525781,4.21989297,5.379832835
0.422153264,1,0,0,0,2.772588722,0.667470097,-0.112170446,2.541136845,10.65535646
0.247654321,1,0,0,0,2.772588722,0.667470097,-0.112170446,2.541136845,10.65535646
0.28321566,1,1,0,0,1.609437912,0.148037585,-0.09722221,5.662890552,4.111873365
0.473681861,1,0,0,0,1.945910149,0.224268496,0.401025631,3.229220877,4.363569851
0.325819047,1,0,0,0,1.945910149,0.63624095,0.71470014,4.521284408,4.770947302
0.149708932,1,0,0,0,2.302585093,0.607339429,-0.576988142,4.577583666,4.912346015
0.159704856,1,0,0,0,2.397895273,0.678760639,0.478666668,2.6889256,4.864221276
0.495094667,1,0,0,0,2.302585093,1,0.365838816,4.89234889,5.036374513
0.271886391,1,0,0,0,2.302585093,1,0.365838816,4.89234889,5.036374513
0.256836452,1,0,0,0,2.302585093,1,0.020733667,5.376680639,5.324993377
0.397751266,1,0,0,0,2.397895273,0.815549473,2.025781103,4.787863947,5.824131105
0.425767144,1,0,0,0,0,0.28063994,0.189111754,1.906572638,4.991241783
0.433669536,1,0,0,0,0.693147181,0.265953811,2.272727519,1.934703693,5.171824006
0.095561959,1,1,0,0,2.197224577,0.542281865,-0.413385817,2.00273813,5.485419147
0.435816446,1,0,0,0,2.197224577,0.386310613,1.437499971,1.966065129,5.41008233
0.444721241,1,0,0,0,2.48490665,0.393822151,-0.304029313,1.279261294,5.926656656
0.424849267,1,0,0,0,2.48490665,0.393822151,-0.304029313,1.279261294,5.926656656
0.293240715,1,0,1,0,0,0.438058883,0.834154341,2.879418809,4.232554576
0.04741351,1,1,0,0,0,0.556027251,0.335720662,5.808425726,4.186163807
-0.262700373,1,1,0,0,1.945910149,0.830061622,-0.002918263,4.534807539,5.866119554
0.227077359,1,0,0,0,1.791759469,0.844885427,-0.419024399,1.971905801,6.505360951
0.4096488,1,1,0,0,0,0.210023028,1.9161392,10.63602013,3.771150447
0.288706718,1,0,1,0,1.609437912,0.667530483,0.373284032,1.834124328,5.611838955
0.290610202,1,0,0,0,1.791759469,0.699661999,-0.211457137,1.421136385,5.678878256
0.307747216,1,0,1,0,1.098612289,0.492048757,0.706828162,2.442170354,4.81639499
0.373340485,1,0,0,0,0.693147181,0.66132095,-0.051102849,1.370403973,5.238981289
0.385045991,1,0,0,0,0.693147181,0.596117008,0.491111398,1.384259719,5.446094924
0.328915787,1,0,0,0,1.098612289,0.597602363,0.501609117,1.343203188,5.70137959
0.433666087,1,0,0,0,1.098612289,0.597602363,0.501609117,1.343203188,5.70137959
0.157432609,1,0,1,0,1.098612289,0.647790974,1.199114874,2.550299323,5.778982707
0.402854591,1,0,0,0,0.693147181,0.281248208,-0.10324068,1.077950828,3.903607696
0.324910149,1,0,0,0,0.693147181,0.281248208,-0.10324068,1.077950828,3.903607696
0.409606001,1,0,0,0,0.693147181,0.325439716,0.129305161,1.036353265,4.011361425
0.433192544,1,0,0,0,0.693147181,0.333039465,0.177697416,1.053576694,4.216975089
0.458434386,1,0,0,0,0.693147181,0.375240862,0.377419908,1.186399624,4.220668796
0.467449984,1,0,0,0,0.693147181,0.375240862,0.377419908,1.186399624,4.220668796
0.378760817,1,0,0,0,0.693147181,0.41246956,0.140408907,1.33236357,4.373339006
0.480885369,1,0,0,0,2.890371758,0.3928982,-0.284148147,0.987126383,9.595670798
0.431428947,1,0,0,1,2.890371758,0.3928982,-0.284148147,0.987126383,9.595670798
0.45923724,1,0,0,0,3.401197382,0.35614736,-0.097541924,1.228226489,9.528212116
0.387551263,1,1,0,0,3.218875825,0.354298503,-0.007102903,1.261457944,9.493788494
0.351225455,1,1,0,0,3.258096538,0.574123277,0.454146001,1.422861224,9.547669384
0.198404812,0,0,1,0,3.258096538,0.574123277,0.454146001,1.422861224,9.547669384
0.198593202,0,0,1,0,3.258096538,0.574123277,0.454146001,1.422861224,9.547669384
0.130551676,0,0,1,0,3.258096538,0.574123277,0.454146001,1.422861224,9.547669384
0.385147241,1,0,0,0,1.791759469,1,-0.18477366,1.510829228,5.681267572
-0.048280954,1,1,0,0,1.791759469,1,-0.18477366,1.510829228,5.681267572
0.011850447,1,1,0,1,1.791759469,1,-0.18477366,1.510829228,5.681267572
0.226758886,1,0,0,0,1.945910149,1,-0.25864665,1.573696787,5.75349285
0.28673028,1,0,0,0,1.945910149,1,-0.25864665,1.573696787,5.75349285
0.428154166,1,0,0,0,1.098612289,0.968906135,-0.342274057,1.098413277,5.838491091
0.116383949,1,1,0,0,2.48490665,0.75373381,0.005044128,1.725734482,6.996906531
0.131653613,1,1,0,0,2.48490665,0.75373381,0.005044128,1.725734482,6.996906531
0.427529942,1,0,0,0,2.48490665,0.719170764,-0.076303313,2.206724224,7.244141083
0.25052972,1,0,0,0,2.48490665,0.719170764,-0.076303313,2.206724224,7.244141083
0.276602823,1,0,0,0,2.397895273,0.717112096,-0.501814804,1.902448813,7.412102362
0.414259915,1,0,0,0,1.945910149,0.788450893,-0.482652543,1.27586231,7.294278789
0.461978545,1,0,0,0,1.386294361,0.923214188,0.589637358,1.361454981,7.217751528
0.390391448,1,0,0,0,1.791759469,0.896641146,0.536672616,1.558956745,7.079778995
0.417446204,1,0,0,0,1.609437912,0.840179177,-0.022379907,1.661269547,7.187221695
0.489207485,1,0,0,0,1.609437912,0.840179177,-0.022379907,1.661269547,7.187221695
0.344612421,1,1,0,0,0,0.087506424,-0.144876284,0.720331798,3.977923099
0.259839033,1,0,0,0,2.302585093,0.779210472,-0.079316242,1.570350533,6.568441609
0.007305317,1,1,0,0,2.944438979,0.781649048,-0.233287954,5.829161909,6.958077602
0.383093433,1,0,0,0,2.944438979,0.781649048,-0.233287954,5.829161909,6.958077602
0.100422552,1,0,0,0,2.944438979,0.794636077,0.276456114,6.280852966,7.349259763
0.065967604,1,0,0,0,3.17805383,0.853514881,0.710710734,8.03109894,7.580001549
0.132487044,1,0,0,0,3.17805383,0.853514881,0.710710734,8.03109894,7.580001549
0.4971524,1,0,0,1,3.17805383,0.853514881,0.710710734,8.03109894,7.580001549
0.386638575,1,0,0,0,3.17805383,1,0.248815337,7.638117554,7.799882408
0.417729781,1,0,0,0,3.17805383,1,0.248815337,7.638117554,7.799882408
0.322007067,1,0,0,0,3.17805383,0.877187615,0.193133044,4.185694626,8.693253185
0.38429306,1,0,0,0,3.218875825,0.819869877,-0.146522787,4.459474109,8.650618403
0.295153589,1,0,0,0,3.135494216,0.81824299,-0.398988488,2.166440759,8.669330073
0.270991621,1,0,0,0,3.17805383,0.843811152,0.653576453,2.968180445,8.893193374
0.476993459,1,0,0,0,3.36729583,0.866189203,-0.062482309,2.259773518,9.004686481
0.4737559,1,0,0,0,3.36729583,0.866189203,-0.062482309,2.259773518,9.004686481
0.356536079,1,0,1,0,3.36729583,0.866189203,-0.062482309,2.259773518,9.004686481
0.33576686,1,0,0,0,3.33220451,0.873571972,0.034680396,1.902297595,9.103999709
0.375096071,1,0,0,0,3.33220451,0.895280532,0.268289067,2.198424402,9.207789421
0.396470107,1,0,0,0,3.295836866,0.893640188,0.510743394,3.214866897,9.247664865
0.403683908,1,0,0,0,3.091042453,0.739245982,0.124733869,3.724981251,9.285988422
0.106398812,1,1,0,0,3.401197382,0.729724405,-0.145255813,2.778625215,6.327833207
0.273638251,1,0,0,0,3.17805383,0.735160867,0.229118972,3.653487277,6.480991966
0.485243918,1,0,0,0,3.17805383,0.735160867,0.229118972,3.653487277,6.480991966
0.273497945,1,0,0,0,2.833213344,0.989290328,0.284612695,2.685580809,6.335874837
0.485222116,1,0,0,0,2.890371758,0.94338051,0.556809476,3.470136306,6.539548383
0.27519411,1,0,0,0,2.302585093,0.869776304,-0.250200917,1.833610128,6.604883762
0.389204652,1,0,0,0,2.302585093,0.569343216,-0.380991095,1.216585408,5.989304716
0.348562142,1,0,0,0,2.302585093,0.621552666,0.643044733,2.184909924,6.116271744
0.338697609,1,0,0,0,2.302585093,0.621552666,0.643044733,2.184909924,6.116271744
0.227240965,1,0,1,0,1.609437912,1,-0.376443816,3.48603186,5.686470144
0.199960807,1,0,0,0,2.302585093,1,0.0931026,2.710164903,5.446543387
0.494868919,1,0,0,0,2.397895273,1,-0.238572958,3.802192028,5.218294242
0.068713067,1,1,0,0,2.397895273,1,-0.238572958,3.802192028,5.218294242
0.254324034,1,0,0,0,2.079441542,0.94130695,0.408045925,1.556181291,5.553490452
0.497273988,1,0,0,0,1.791759469,1,1.791347227,1.454391249,7.236291105
0.240203935,1,0,0,0,1.791759469,1,1.791347227,1.454391249,7.236291105
0.44173134,1,0,0,0,1.791759469,1,1.791347227,1.454391249,7.236291105
0.381138276,1,0,1,0,1.791759469,1,1.791347227,1.454391249,7.236291105
-0.226396279,1,0,0,0,0.693147181,0.077930548,0.124397632,1.009419337,3.10081275
-0.050239087,1,0,0,0,0.693147181,0.125553677,-0.253968245,1.555261096,3.005732108
0.08006146,1,0,1,1,0.693147181,0.115216634,-0.300397266,1.555261096,3.005732108
0.305517408,1,0,1,0,1.609437912,0.917169715,0.456452645,2.535778736,5.870121432
0.351550045,1,0,0,0,2.079441542,1,-0.198100046,2.46477058,6.171136764
0.330624856,1,0,1,1,2.079441542,1,-0.198100046,2.46477058,6.171136764
0.439731249,1,0,0,0,0,0.033308575,0.19780219,0.853285112,2.45212516
0.359103115,1,1,0,0,0,0.033308575,0.19780219,0.853285112,2.45212516
0.401178878,1,1,0,0,0,0.084828,0.063025173,3.254991411,2.503483035
0.42277255,1,1,0,0,0,0.077003926,0.007905134,2.870073312,2.699211252
0.290046482,1,0,0,0,2.302585093,0.887245668,-0.183783777,1.607139285,6.379866572
0.375014337,1,0,0,0,3.17805383,0.569550288,-0.334525933,0.957001898,8.633941203
0.463753962,1,0,0,0,3.17805383,0.569550288,-0.334525933,0.957001898,8.633941203
0.118052637,1,0,0,0,3.401197382,0.648170872,1.626213642,1.391926203,8.867053267
0.468619537,1,0,0,0,3.401197382,0.752003013,1.273366122,2.368769443,8.893954115
0.3140899,1,0,0,0,3.401197382,0.752003013,1.273366122,2.368769443,8.893954115
0.46015583,1,0,0,0,3.401197382,0.752003013,1.273366122,2.368769443,8.893954115
0.266661988,1,0,1,0,3.401197382,0.695192015,-0.572797513,1.40666692,9.483948875
0.45543265,1,0,0,1,3.401197382,0.695192015,-0.572797513,1.40666692,9.483948875
0.468193354,1,0,0,0,3.135494216,0.555410202,0.003307683,1.92142224,8.509967146
0.393240348,1,0,0,0,3.401197382,0.523095749,-0.191208801,1.43988696,8.50795061
0.371491668,1,0,0,0,3.401197382,0.383231106,-0.287958136,1.2933,8.29404964
0.432101853,1,0,0,0,3.401197382,0.344396458,0.450354688,1.521501038,8.374938144
0.43079813,1,0,0,0,3.295836866,0.305910099,-0.331670847,1.500376958,8.234034208
0.48379492,1,0,0,0,2.63905733,0.576451627,-0.722701159,1.494767331,6.121907112
0.311691824,1,0,0,0,2.63905733,0.576451627,-0.722701159,1.494767331,6.121907112
0.351983322,1,0,0,0,2.63905733,0.576451627,-0.722701159,1.494767331,6.121907112
0.474328066,1,0,0,0,2.397895273,0.520033006,-0.200906305,1.389218511,5.981351078
0.421151345,1,0,0,0,2.397895273,0.520033006,-0.200906305,1.389218511,5.981351078
0.45498341,1,0,0,0,2.197224577,0.746269307,0.482986754,1.867430679,5.736949646
0.389407158,1,0,0,0,1.791759469,0.800726134,-0.428571428,1.403692237,6.12911121
0.438992113,1,0,0,0,1.791759469,0.879833551,0.746144723,2.030610706,5.84390667
0.311344919,1,0,0,0,1.791759469,0.879833551,0.746144723,2.030610706,5.84390667
0.481715648,1,0,0,0,1.791759469,0.900550464,0.288574795,1.70670091,6.481541907
0.470453119,1,0,0,0,2.197224577,0.904301406,-0.745240995,1.172001844,6.070127842
-0.05847243,1,1,0,0,2.079441542,0.865971406,0.476947562,1.857091661,5.843387883
-0.063647367,1,1,0,0,2.079441542,0.865971406,0.476947562,1.857091661,5.843387883
0.091618657,1,1,0,0,2.302585093,0.790812165,-0.039827754,2.141351075,5.87092553
0.31644762,1,0,0,0,2.302585093,0.790812165,-0.039827754,2.141351075,5.87092553
0.388410594,1,0,0,0,1.609437912,1,0.187723448,4.558156439,5.864565398
0.359307271,1,0,0,0,1.609437912,0.90041886,-0.166081255,1.757792437,6.039287577
0.264169352,1,1,0,0,1.945910149,0.866240716,0.408928021,2.764347402,6.118740163
0.404649723,1,0,1,0,1.945910149,0.866240716,0.408928021,2.764347402,6.118740163
0.099380391,1,1,1,0,1.945910149,0.866240716,0.408928021,2.764347402,6.118740163
0.214159995,1,0,0,0,1.609437912,0.826607221,-0.009181053,2.643759845,6.36914042
0.495093581,1,0,0,0,1.609437912,0.826607221,-0.009181053,2.643759845,6.36914042
0.251430385,1,0,0,0,1.791759469,0.865230653,0.295917831,5.171399615,6.123137339
0.360841215,1,0,1,1,1.945910149,0.684579889,0.52102018,4.807582605,6.075044836
0.486152325,1,0,0,0,2.833213344,0.920852615,0.271309576,0.979689167,10.59782153
0.048444529,0,0,1,0,2.833213344,0.920852615,0.271309576,0.979689167,10.59782153
0.180649463,0,0,1,0,2.833213344,0.920852615,0.271309576,0.979689167,10.59782153
0.444255608,1,0,0,0,2.708050201,0.864428951,0.311841323,1.37436171,10.70019713
0.491179002,1,0,0,0,2.833213344,0.859700485,-0.108009712,1.275808795,10.77114251
0.320460599,1,0,0,0,2.995732274,0.903882729,0.344416331,1.107717689,10.55972176
0.472194689,1,0,0,0,2.995732274,0.903882729,0.344416331,1.107717689,10.55972176
0.399356598,1,0,0,0,2.995732274,0.903882729,0.344416331,1.107717689,10.55972176
0.483174078,1,0,0,0,3.044522438,0.878962933,0.40731255,1.048682385,10.53845992
0.219026565,1,0,0,0,3.044522438,0.878962933,0.40731255,1.048682385,10.53845992
0.355059974,1,0,0,0,3.135494216,0.943211912,0.325905237,1.114843076,10.63331617
0.371687701,1,0,0,0,3.135494216,0.884892112,0.259840452,1.216912123,10.81721099
0.149514214,0,0,1,0,3.135494216,0.884892112,0.259840452,1.216912123,10.81721099
0.148908863,0,0,1,0,3.135494216,0.884892112,0.259840452,1.216912123,10.81721099
0.490063268,1,0,0,1,3.091042453,0.741258007,0.511786421,1.31066445,10.88560535
0.113464613,1,1,0,0,2.197224577,1,0.300219786,2.854005547,6.551314593
0.216803413,1,0,0,0,2.397895273,1,-0.535796741,1.885040883,7.033145749
0.327300931,1,0,0,0,2.302585093,0.895534652,0.481876285,1.185119265,6.44722662
0.474586018,1,0,0,0,2.48490665,0.864948647,-0.181481498,1.030416447,6.082253156
0.447201534,1,0,0,0,2.302585093,0.8152036,0.632570717,1.947256365,6.187335561
0.047307297,1,1,0,0,0.693147181,0.284572062,0.188283352,1.500564297,5.373897825
0.201902243,1,1,1,0,1.609437912,0.564104894,0.402984232,1.300090626,5.913754325
-0.261283021,1,1,1,0,1.609437912,0.564104894,0.402984232,1.300090626,5.913754325
0.365908408,1,0,0,0,1.609437912,0.631614141,0.049888604,1.307593994,6.137169663
0.224753228,1,0,1,0,1.386294361,0.538822568,0.091599696,1.322952723,6.386173683
0.343543158,1,0,0,0,0.693147181,0.512494559,1.256740938,1.517183973,5.400567049
-0.207188678,1,1,0,0,1.386294361,1,-0.318243762,2.246982265,5.912291461
0.391731038,1,0,0,0,2.079441542,0.936571234,0.247821196,1.524278291,6.050044728
0.274797677,1,0,1,0,2.079441542,0.936571234,0.247821196,1.524278291,6.050044728
0.285973989,1,1,0,0,1.791759469,0.819268449,0.243862714,1.76617717,6.935828512
0.454431326,1,0,0,1,1.791759469,0.819268449,0.243862714,1.76617717,6.935828512
0.029365209,1,1,1,1,1.791759469,0.819268449,0.243862714,1.76617717,6.935828512
0.457422008,1,0,0,0,2.079441542,0.861531657,-0.179091029,1.922162094,7.216199077
0.078394179,1,1,0,0,2.48490665,0.795178202,-0.072217609,1.692408946,9.047233034
0.304190453,1,0,0,0,2.772588722,0.817757926,0.043250627,1.822256342,9.250406881
0.454933301,1,0,0,0,2.772588722,0.817757926,0.043250627,1.822256342,9.250406881
0.385149737,1,0,0,0,2.944438979,0.834787531,0.655349126,1.946560822,9.474940596
0.470957973,1,0,0,0,2.890371758,0.862246865,0.150882201,2.029067508,9.510881906
0.446359952,1,0,0,0,3.091042453,0.833728328,0.016445791,1.671418239,9.73753922
0.324501766,1,0,1,0,3.17805383,0.853282568,0.369286853,1.927921335,9.789764389
0.464042549,1,0,0,0,1.945910149,0.626718181,-0.029479724,1.383505917,7.438526461
0.459997866,1,0,0,0,1.945910149,0.626718181,-0.029479724,1.383505917,7.438526461
0.481819903,1,0,0,0,2.397895273,0.760109135,0.237762428,1.644700357,7.813758071
0.129165672,1,1,0,0,2.397895273,0.760109135,0.237762428,1.644700357,7.813758071
0.487504855,1,0,0,0,2.63905733,0.768203552,0.236597017,1.722418479,8.288851403
